agent_no,node_name,node_time
15,W7-II,6142
15,W7-B,6180
16,W7-A,6420
16,W7-II,6438
16,W7-II,6438
16,W7-II,6442
16,W7-II,6442
16,W7-B,6480
17,W7-A,6720
17,W7-II,6738
17,W7-II,6738
17,W7-II,6742
17,W7-II,6742
17,W7-B,6780
18,W7-B,4860
18,W7-III,4880
18,W7-III,4880
18,W7-III,4884
18,W7-III,4884
18,W7-A,4920
19,W7-B,5040
19,W7-III,5060
19,W7-III,5060
19,W7-III,5064
19,W7-III,5064
19,W7-A,5100
20,W7-B,5340
20,W7-III,5360
20,W7-III,5360
20,W7-III,5364
20,W7-III,5364
20,W7-A,5400
21,W7-B,5640
21,W7-III,5660
21,W7-III,5660
21,W7-III,5664
21,W7-III,5664
21,W7-A,5700
22,W7-B,5820
22,W7-III,5840
22,W7-III,5840
22,W7-III,5844
22,W7-III,5844
22,W7-A,5880
23,W7-B,6120
23,W7-III,6140
23,W7-III,6140
23,W7-III,6144
23,W7-III,6144
23,W7-A,6180
24,W7-B,6420
24,W7-III,6440
24,W7-III,6440
24,W7-III,6444
24,W7-III,6444
24,W7-A,6480
25,W7-B,6600
25,W7-III,6620
25,W7-III,6620
25,W7-III,6624
25,W7-III,6624
25,W7-A,6660
26,W7-B,6900
26,W7-III,6920
26,W7-III,6920
26,W7-III,6924
26,W7-III,6924
26,W7-A,6960
27,W7-B,7200
27,W7-III,7220
27,W7-III,7220
27,W7-III,7224
27,W7-III,7224
27,W7-A,7260
28,W7-B,7620
28,W7-III,7640
28,W7-III,7640
28,W7-III,7644
28,W7-III,7644
28,W7-A,7680
29,W7-B,8760
29,W7-III,8780
29,W7-III,8780
29,W7-III,8784
29,W7-III,8784
29,W7-A,8820
30,W7-B,10800
30,W7-5,10820
30,W7-5,10820
30,W7-5,11060
30,W7-5,11060
30,W7-A,11100
31,W7-B,12660
31,W7-5,12680
31,W7-5,12680
31,W7-5,12920
31,W7-5,12920
31,W7-A,12960
32,W7-B,13740
32,W7-5,13760
32,W7-5,13760
32,W7-5,14000
32,W7-5,14000
32,W7-A,14040
33,W7-B,14160
33,W7-5,14180
33,W7-5,14180
33,W7-5,14420
33,W7-5,14420
33,W7-A,14460
34,W7-B,15000
34,W7-5,15020
34,W7-5,15020
34,W7-5,15260
34,W7-5,15260
34,W7-A,15300
35,W7-B,12000
35,W7-5,12020
35,W7-5,12020
35,W7-5,12260
35,W7-5,12260
35,W7-A,12300
0,W8-A,0
0,W8-II,12
0,W8-II,12
0,W8-II,252
0,W8-II,252
0,W8-B,300
1,W8-A,420
1,W8-II,432
1,W8-II,432
1,W8-II,672
1,W8-II,672
1,W8-B,720
2,W8-A,840
2,W8-II,852
2,W8-II,852
2,W8-II,1092
2,W8-II,1092
2,W8-B,1140
3,W8-A,1260
3,W8-II,1272
3,W8-II,1272
3,W8-II,1512
3,W8-II,1512
3,W8-B,1560
4,W8-A,1680
4,W8-II,1692
4,W8-II,1692
4,W8-II,1932
4,W8-II,1932
4,W8-B,1980
5,W8-A,2100
5,W8-II,2112
5,W8-II,2112
5,W8-II,2352
5,W8-II,2352
5,W8-B,2400
6,W8-A,3120
6,W8-II,3132
6,W8-II,3132
6,W8-II,3372
6,W8-II,3372
6,W8-B,3420
7,W8-A,3300
7,W8-1,3312
7,W8-1,3312
7,W8-1,3552
7,W8-1,3552
7,W8-B,3600
8,W8-A,3600
8,W8-II,3612
8,W8-II,3612
8,W8-II,3852
8,W8-II,3852
8,W8-B,3900
9,W8-A,3780
9,W8-1,3792
9,W8-1,3792
9,W8-1,4032
9,W8-1,4032
9,W8-B,4080
10,W8-A,4200
10,W8-II,4212
10,W8-II,4212
10,W8-II,4452
10,W8-II,4452
10,W8-B,4500
11,W8-A,4380
11,W8-1,4392
11,W8-1,4392
11,W8-1,4632
11,W8-1,4632
11,W8-B,4680
12,W8-A,4680
12,W8-II,4692
12,W8-II,4692
12,W8-II,4932
12,W8-II,4932
12,W8-B,4980
13,W8-A,4980
13,W8-1,4992
13,W8-1,4992
13,W8-1,5232
13,W8-1,5232
13,W8-B,5280
14,W8-A,5160
14,W8-II,5172
14,W8-II,5172
14,W8-II,5412
14,W8-II,5412
14,W8-B,5460
15,W8-A,5340
15,W8-1,5352
15,W8-1,5352
15,W8-1,5592
15,W8-1,5592
15,W8-B,5640
16,W8-A,5640
16,W8-II,5652
16,W8-II,5652
16,W8-II,5892
16,W8-II,5892
16,W8-B,5940
17,W8-A,5940
17,W8-1,5952
17,W8-1,5952
17,W8-1,6192
17,W8-1,6192
17,W8-B,6240
18,W8-B,5460
18,W8-5,5472
18,W8-5,5472
18,W8-5,5712
18,W8-5,5712
18,W8-A,5760
19,W8-B,5640
19,W8-3,5656
19,W8-3,5656
19,W8-3,5896
19,W8-3,5896
19,W8-A,5940
20,W8-B,5940
20,W8-5,5952
20,W8-5,5952
20,W8-5,6192
20,W8-5,6192
20,W8-A,6240
21,W8-B,6240
21,W8-3,6256
21,W8-3,6256
21,W8-3,6496
21,W8-3,6496
21,W8-A,6540
22,W8-B,6420
22,W8-5,6432
22,W8-5,6432
22,W8-5,6672
22,W8-5,6672
22,W8-A,6720
23,W8-B,6720
23,W8-3,6736
23,W8-3,6736
23,W8-3,6976
23,W8-3,6976
23,W8-A,7020
24,W8-B,7020
24,W8-5,7032
24,W8-5,7032
24,W8-5,7272
24,W8-5,7272
24,W8-A,7320
25,W8-B,7200
25,W8-3,7216
25,W8-3,7216
25,W8-3,7456
25,W8-3,7456
25,W8-A,7500
26,W8-B,7500
26,W8-5,7512
26,W8-5,7512
26,W8-5,7752
26,W8-5,7752
26,W8-A,7800
27,W8-B,7800
27,W8-3,7816
27,W8-3,7816
27,W8-3,8056
27,W8-3,8056
27,W8-A,8100
28,W8-B,8220
28,W8-5,8232
28,W8-5,8232
28,W8-5,8472
28,W8-5,8472
28,W8-A,8520
29,W8-B,9360
29,W8-5,9372
29,W8-5,9372
29,W8-5,9612
29,W8-5,9612
29,W8-A,9660
30,W8-B,11580
30,W8-5,11592
30,W8-5,11592
30,W8-5,11832
30,W8-5,11832
30,W8-A,11880
31,W8-B,13440
31,W8-5,13452
31,W8-5,13452
31,W8-5,13692
31,W8-5,13692
31,W8-A,13740
32,W8-B,14520
32,W8-5,14532
32,W8-5,14532
32,W8-5,14772
32,W8-5,14772
32,W8-A,14820
33,W8-B,14940
33,W8-5,14952
33,W8-5,14952
33,W8-5,15192
33,W8-5,15192
33,W8-A,15240
34,W8-B,15780
34,W8-5,15792
34,W8-5,15792
34,W8-5,16032
34,W8-5,16032
34,W8-A,16080
35,W8-B,12780
35,W8-5,12792
35,W8-5,12792
35,W8-5,13032
35,W8-5,13032
35,W8-A,13080
