agent_id,from_origin_node_id,to_destination_node_id,earliest_departure_time,frequency,direction,speed_grade,set_of_allowed_links,min_link_travel_time,max_link_travel_time,headway
23,22,0,0,1,1,2,65;64;63;62;61;60;59;58;57;56;55;54;74;73;72;71;70;69;68;67;66;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000
24,22,0,0,1,1,2,65;64;63;62;61;60;59;58;57;56;55;54;74;73;72;71;70;69;68;67;66;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000
25,22,0,0,1,1,2,65;64;63;62;61;60;59;58;57;56;55;54;74;73;72;71;70;69;68;67;66;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000
26,22,0,0,1,1,2,65;64;63;62;61;60;59;58;57;56;55;54;74;73;72;71;70;69;68;67;66;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000
27,22,0,0,1,1,2,65;64;63;62;61;60;59;58;57;56;55;54;74;73;72;71;70;69;68;67;66;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000
28,22,0,0,1,1,2,65;64;63;62;61;60;59;58;57;56;55;54;74;73;72;71;70;69;68;67;66;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000
29,22,0,0,1,1,2,65;64;63;62;61;60;59;58;57;56;55;54;74;73;72;71;70;69;68;67;66;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1000
30,22,0,0,1,1,1,65;64;63;62;61;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
31,22,0,0,1,1,1,65;64;63;62;61;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
32,22,0,0,1,1,1,65;64;63;62;61;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
33,22,0,0,1,1,1,65;64;63;62;61;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
34,22,0,0,1,1,1,65;64;63;62;61;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
35,22,0,0,1,1,1,65;64;63;62;61;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45;44;87,5;4;4;5;4;4;5;4;4;5;4;4;8;2;2;8;2;2;8;3;3;8;4;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000;5;4;4;5;4;4;5;5;4;5;5;4;8;5;2;8;5;2;8;5;3;8;5;4;1;4;4;1;4;4;1;4;4;1;2;2;1;2;2;1;3;3;1;1000,6;5;5;6;5;5;6;5;5;6;5;5;9;3;3;9;3;3;9;4;4;9;5;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000;6;5;5;6;5;5;6;6;5;6;6;5;9;6;3;9;6;3;9;6;4;9;6;5;1;5;5;1;5;5;1;5;5;1;3;3;1;3;3;1;4;4;1;1000,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
